Species CopyNumber PercentMatches FullLength ConsensusLength fr_A_cons fr_T_cons fr_G_cons fr_C_cons fr_A_repeat fr_T_repeat fr_G_repeat fr_C_repeat RepeatsNumber
Eulemur_macaco_macaco 25 99 149 6 2 1 1 2 50 24 25 51 3
Eulemur_mongoz 23 100 137 6 2 1 1 2 46 23 23 46 1
Eumetopias_jubatus 33 85 207 6 2 1 1 2 70 32 34 72 3
Eumetopias_jubatus 4.9 83 249 52 18 8 8 18 85 38 40 87 3
Eumetopias_jubatus 6.2 80 249 40 13 6 7 14 85 38 40 87 3
Euphagus_cyanocephalus 1.9 88 33 18 4 4 2 8 7 8 5 14 1
Euphlyctis_hexadactylus 2.9 98 891 309 89 75 54 91 254 220 161 257 2
Euphlyctis_hexadactylus 2.9 98 891 309 89 75 54 91 254 220 161 257 2
Euphractus_sexcinctus 2.6 93 206 80 30 29 4 17 74 74 11 47 3
Euphractus_sexcinctus 2.5 100 159 65 24 32 5 4 63 74 13 10 3
Euphractus_sexcinctus 9.5 100 56 6 2 1 1 2 19 9 10 19 3
Eurycea_bislineata 5.1 98 305 60 14 24 6 16 70 123 30 83 2
Eurycea_bislineata 2.5 98 305 120 28 48 12 32 70 123 30 83 2
Eurynorhynchus_pygmeus 24.3 100 96 4 3 0 0 1 73 0 0 24 1
Eurypegasus_draconis 2.4 89 131 55 24 21 4 6 53 51 12 16 1
Eurypharynx_pelecanoides 2.2 96 502 232 87 75 24 46 182 163 59 99 3
Eurypharynx_pelecanoides 2 85 39 21 7 9 3 2 12 18 6 4 3
Eurypharynx_pelecanoides 6.8 99 1081 158 67 54 13 24 461 369 86 166 3
Eurystomus_orientalis 2.1 90 38 19 5 9 0 5 10 19 1 9 4
Eurystomus_orientalis 2.1 90 38 19 5 9 0 5 10 19 1 9 4
Eurystomus_orientalis 14.8 100 58 4 3 0 0 1 44 0 0 15 4
Eurystomus_orientalis 2.9 95 398 139 50 45 8 36 144 130 23 102 4
Eutaeniophorus_festivus 2.7 100 147 55 18 26 3 8 49 70 7 22 2
Eutaeniophorus_festivus 8.2 64 146 17 6 9 0 2 49 69 7 22 2
Euthynnus_alletteratus 2 90 38 20 8 8 1 3 17 15 2 5 1
Evoxymetopon_poeyi 2.1 90 36 18 8 7 0 3 16 16 0 5 1
Exostoma_labiatum 2.1 93 29 15 7 1 0 7 15 2 0 13 1
Falco_cherrug 3 100 204 68 25 16 6 21 75 48 18 64 6
Falco_cherrug 2 88 34 18 11 0 0 7 21 1 0 13 6
Falco_cherrug 86.2 70 774 9 6 1 1 1 489 115 113 58 6
Falco_cherrug 2 87 47 24 13 2 0 9 24 6 1 17 6
Falco_cherrug 5.1 100 284 56 15 19 8 14 75 100 40 70 6
Falco_cherrug 29.1 99 783 27 17 4 4 2 493 117 116 58 6
Falco_columbarius 3.9 98 366 93 28 17 6 42 108 69 24 166 3
Falco_columbarius 2 98 366 186 56 34 12 84 108 69 24 166 3
Falco_columbarius 36.9 99 331 9 6 1 1 1 220 37 38 37 3
Falco_naumanni 1.9 83 46 25 12 4 1 8 24 8 1 14 4
Falco_naumanni 4 99 287 72 22 13 8 29 88 51 32 117 4
Falco_naumanni 29.9 97 250 8 5 1 1 1 170 29 22 30 4
Falco_naumanni 8.6 94 156 18 14 2 0 2 114 17 5 21 4
Falco_peregrinus 3.7 64 57 18 9 3 5 1 35 9 10 4 4
Falco_peregrinus 5.2 100 290 56 15 16 8 17 77 86 40 88 4
Falco_peregrinus 3 100 204 68 25 13 6 24 75 39 18 73 4
Falco_peregrinus 28.9 99 779 27 16 4 5 2 471 116 127 57 4
Falco_rusticolus 2 88 34 18 11 0 0 7 21 1 0 13 8
Falco_rusticolus 2 88 34 18 11 0 0 7 21 1 0 13 8
Falco_rusticolus 29.1 99 783 27 17 4 4 2 484 117 124 59 8
Falco_rusticolus 29.1 99 783 27 17 4 4 2 484 117 124 59 8
Falco_rusticolus 6.1 97 343 56 15 18 8 15 94 115 46 89 8
Falco_rusticolus 6.1 97 343 56 15 18 8 15 94 115 46 89 8
Falco_rusticolus 4.1 99 325 80 25 18 6 31 100 72 24 130 8
Falco_rusticolus 4.1 99 325 80 25 18 6 31 100 72 24 130 8
Falco_tinnunculus 65.2 99 586 9 6 1 1 1 397 66 59 65 5
Falco_tinnunculus 3 100 216 72 22 13 8 29 66 39 24 88 5
Falco_tinnunculus 36.2 98 653 18 14 1 0 3 443 70 58 83 5
Falco_tinnunculus 1.9 83 46 25 12 4 1 8 24 8 1 14 5
Falco_tinnunculus 3.5 83 72 23 16 2 0 5 51 7 0 15 5
Fejervarya_cancrivora 10.8 99 968 90 25 28 7 30 267 304 77 321 1
Fejervarya_limnocharis 2.3 96 50 22 10 9 2 1 23 20 5 3 2
Fejervarya_limnocharis 8.1 99 723 89 26 32 11 20 205 261 89 169 2
Fejervarya_multistriata 8.1 99 709 87 24 30 12 21 194 244 97 175 2
Fejervarya_multistriata 2.3 96 50 22 10 9 2 1 23 20 5 3 2
Felis_chaus 3.9 85 105 27 11 4 4 8 37 18 16 35 5
Felis_chaus 2.9 95 103 36 13 6 5 12 37 18 15 34 5
Felis_chaus 14.7 77 99 6 2 1 1 2 35 17 15 33 5
Felis_chaus 7.4 77 102 14 5 2 2 5 37 17 15 34 5
Felis_chaus 11.3 84 81 8 3 1 1 3 30 13 11 28 5
Felis_margarita 40.4 96 322 8 3 2 1 2 117 65 45 96 1
Felis_nigripes 26.5 92 206 8 3 2 1 2 76 39 28 64 1
Felis_silvestris 12.4 94 98 8 3 2 1 2 35 19 15 30 1
Ficedula_zanthopygia 3 95 28 10 2 2 0 6 5 6 0 18 1
Florisuga_mellivora 1.9 85 39 21 3 7 0 11 6 12 0 22 1
Forpus_passerinus 26.8 80 102 4 0 2 1 1 4 46 23 30 3
Forpus_passerinus 4.5 100 102 23 1 10 5 7 4 46 23 30 3
Forpus_passerinus 2 100 45 23 1 10 5 7 2 20 10 14 3
Fossorochromis_rostratus 2.2 100 25 12 2 2 1 7 4 5 2 15 1
Francolinus_pintadeanus 3.6 83 40 11 1 10 0 0 4 35 1 1 4
Francolinus_pintadeanus 1.9 83 48 26 11 4 1 10 20 8 1 20 4
Francolinus_pintadeanus 1.9 100 24 13 6 6 0 1 12 12 0 1 4
Francolinus_pintadeanus 1.9 100 28 15 2 4 1 8 4 8 1 16 4
Fringilla_montifringilla 2 93 31 16 6 2 0 8 12 5 0 15 1
Fundulus_diaphanus 2.1 100 24 12 3 2 2 5 6 5 4 10 1
Furcifer_oustaleti 21.5 97 898 42 12 11 5 14 258 231 104 306 3
Furcifer_oustaleti 15 100 29 2 1 1 0 0 15 15 0 0 3
Furcifer_oustaleti 3.1 95 30 10 3 7 0 0 10 21 0 0 3
Gadus_morhua 4 100 160 40 13 11 4 12 52 45 16 48 1
Galago_senegalensis 18.6 98 261 14 5 2 2 5 94 37 37 94 1
Galeopterus_variegatus 2.3 76 41 18 7 7 0 4 15 16 1 10 3
Galeopterus_variegatus 27.2 74 174 6 2 1 1 2 56 24 22 73 3
Galeopterus_variegatus 4.5 98 180 40 13 5 5 17 58 24 22 77 3
Gallicrex_cinerea 2.5 88 40 17 3 12 0 2 8 29 0 4 2
Gallicrex_cinerea 6.8 100 67 10 4 5 0 1 26 35 0 7 2
Gallirallus_okinawae 9.3 99 231 25 12 5 1 7 114 45 8 65 4
Gallirallus_okinawae 2.2 98 648 298 102 94 6 96 218 206 14 211 4
Gallirallus_okinawae 4.4 99 648 149 51 47 3 48 218 206 14 211 4
Gallirallus_okinawae 10 99 840 84 26 38 1 19 261 378 10 192 4
Gallirallus_philippensis 2.3 98 345 149 52 49 3 45 115 119 6 106 3
Gallirallus_philippensis 2 100 165 84 25 41 2 16 50 80 4 32 3
Gallirallus_philippensis 6.3 100 156 25 12 5 1 7 77 31 6 43 3
Gallus_lafayetii 2.6 95 160 61 20 17 7 17 53 43 22 43 2
Gallus_lafayetii 2 100 25 13 6 6 0 1 12 12 0 2 2
Gallus_sonneratii 2 100 25 13 6 6 0 1 12 12 0 2 1
Gambelia_wislizenii 16.5 99 889 54 14 15 9 16 229 245 151 265 1
Garra_imberba 12.5 100 24 2 1 1 0 0 12 13 0 0 1
Garra_kempi 1.9 100 514 269 118 80 18 53 228 153 34 100 2
Garra_kempi 2.1 88 33 16 7 5 3 1 15 13 4 2 2
Garra_orientalis 1.9 93 30 16 6 7 2 1 11 14 3 3 2
Garra_orientalis 3 100 777 259 102 75 25 57 306 225 75 172 2
Garra_qiaojiensis 1.9 93 30 16 6 7 2 1 11 14 3 3 1
Garrulax_cineraceus 2 88 31 17 6 4 1 6 11 8 1 12 2
Garrulax_cineraceus 2 88 31 17 6 4 1 6 11 8 1 12 2
Garrulax_ocellatus 13.5 100 26 2 1 0 0 1 14 0 0 13 2
Garrulax_ocellatus 13.5 100 26 2 1 0 0 1 14 0 0 13 2
Garrulax_perspicillatus 2.7 89 29 11 4 3 0 4 11 7 0 12 2
Garrulax_perspicillatus 2.7 89 29 11 4 3 0 4 11 7 0 12 2
Garrulax_poecilorhynchus 1.9 88 35 19 8 2 0 9 16 3 0 17 2
Garrulax_poecilorhynchus 1.9 88 35 19 8 2 0 9 16 3 0 17 2
Garrulus_glandarius 1.9 100 24 13 2 9 0 2 3 18 0 4 2
Garrulus_glandarius 2 100 45 23 5 8 5 5 10 16 10 10 2
Gasterosteus_wheatlandi 5.3 100 57 11 0 4 3 4 0 23 15 20 1
Gavialis_gangeticus 3.2 63 108 34 15 12 3 4 52 39 8 10 6
Gavialis_gangeticus 23.4 65 715 28 14 12 0 2 345 278 33 60 6
Gavialis_gangeticus 2.7 93 146 53 26 22 1 4 75 57 3 12 6
Gavialis_gangeticus 2.3 80 371 159 79 57 9 14 176 144 19 33 6
Gavialis_gangeticus 7.4 99 703 95 45 37 5 8 337 273 36 58 6
Gavialis_gangeticus 2.7 100 180 67 32 25 4 6 86 70 9 16 6
Gavia_stellata 19.9 98 456 23 11 7 1 4 212 138 27 80 3
Gavia_stellata 58.3 65 445 7 4 2 0 1 207 135 26 78 3
Gavia_stellata 2 100 25 13 6 6 0 1 12 12 0 2 3
Gazella_leptoceros 2 82 45 23 11 4 5 3 20 10 11 5 1
Gazella_spekei 2.6 87 37 15 5 3 1 6 15 7 1 15 1
Gazella_subgutturosa 2 88 47 24 10 5 6 3 21 10 11 6 1
Gekko_chinensis 10.2 98 111 11 3 3 2 3 31 31 20 30 4
Gekko_chinensis 11.3 98 168 15 4 3 3 5 44 33 35 57 4
Gekko_chinensis 8.6 99 982 114 41 47 12 14 351 408 106 118 4
Gekko_chinensis 5.5 96 413 75 31 29 7 8 167 157 42 48 4
Gekko_japonicus 1.9 100 125 67 29 21 7 10 55 38 13 20 2
Gekko_japonicus 4.6 100 68 15 4 3 3 5 18 13 14 24 2
Gekko_swinhonis 6 99 443 74 28 29 8 9 170 173 46 55 2
Gekko_swinhonis 10.3 100 112 11 4 3 1 3 41 31 10 31 2
Gekko_vittatus 2.5 82 62 25 11 2 0 12 27 6 1 29 12
Gekko_vittatus 2.5 82 62 25 11 2 0 12 27 6 1 29 12
Gekko_vittatus 2.6 100 188 74 25 31 8 10 61 80 20 28 12
Gekko_vittatus 2.6 100 188 74 25 31 8 10 61 80 20 28 12
Gekko_vittatus 5.6 86 60 11 5 6 0 0 27 32 1 1 12
Gekko_vittatus 5.6 86 60 11 5 6 0 0 27 32 1 1 12
Gekko_vittatus 3.1 63 113 35 9 16 3 7 36 50 11 17 12
Gekko_vittatus 3.1 63 113 35 9 16 3 7 36 50 11 17 12
Gekko_vittatus 4.3 99 324 75 26 31 9 9 115 133 40 37 12
Gekko_vittatus 4.3 99 324 75 26 31 9 9 115 133 40 37 12
Gekko_vittatus 2.3 84 63 28 13 2 1 12 27 6 1 30 12
Gekko_vittatus 2.3 84 63 28 13 2 1 12 27 6 1 30 12
Genetta_servalina 2.7 97 217 81 26 30 11 14 71 80 30 37 3
Genetta_servalina 10.4 100 207 20 7 2 3 8 73 20 31 84 3
Genetta_servalina 4.9 72 67 14 5 2 2 5 23 8 10 27 3
Geocalamus_acutus 8.3 100 291 35 7 8 9 11 59 64 78 91 1
Geotrygon_violacea 5.3 100 104 20 13 0 0 7 69 0 0 36 1
Geotrypetes_seraphini 2.1 100 24 12 8 4 0 0 16 9 0 0 1
Gerygone_igata 1.9 84 39 21 9 3 0 9 14 8 0 18 2
Gerygone_igata 2.1 100 24 12 8 1 0 3 17 2 0 6 2
Gigantactis_vanhoeffeni 6.8 100 162 24 13 9 1 1 87 63 7 6 1
Gillichthys_mirabilis 2.4 82 39 17 8 6 1 2 17 16 1 6 1
Gillichthys_seta 2.4 82 39 17 8 6 1 2 17 16 1 6 1
Ginglymostoma_cirratum 2.5 80 117 47 18 19 1 9 41 50 5 22 1
Globicephala_macrorhynchus 2.1 85 38 19 7 8 0 4 12 18 2 7 1
Globicephala_melas 2.1 85 38 19 8 8 0 3 13 18 1 7 1
Glossanodon_semifasciatus 2.1 93 30 15 1 6 1 7 2 13 3 13 1
Glyphis_garricki 2 80 93 45 16 19 1 9 29 40 5 20 1
Gnathopogon_imberbis 3.2 78 51 16 6 7 2 1 19 24 5 4 1
Goniurosaurus_luii 3.2 76 61 20 9 11 0 0 27 33 2 0 8
Goniurosaurus_luii 7.1 100 646 91 32 29 9 21 227 204 67 149 8
Goniurosaurus_luii 4.5 87 57 13 5 7 1 0 25 31 2 0 8
Goniurosaurus_luii 30.5 76 57 2 1 1 0 0 25 31 2 0 8
Goniurosaurus_luii 18.8 71 124 6 2 1 1 2 46 19 17 43 8
Goniurosaurus_luii 4.2 74 89 21 8 2 3 8 34 15 11 30 8
Goniurosaurus_luii 3.8 76 118 31 11 6 4 10 44 19 15 41 8
Goniurosaurus_luii 3.5 82 124 34 12 5 5 12 46 19 17 43 8
Gonorynchus_abbreviatus 2 86 40 20 3 7 3 7 5 16 6 14 1
Grasseichthys_gabonensis 30.6 100 581 19 7 7 3 2 215 214 92 61 1
Grundulus_bogotensis 23.7 87 393 16 6 5 2 3 158 134 42 60 1
Grus_americana 2.2 92 48 23 10 3 4 6 22 8 7 12 1
Grus_antigone 1.9 93 30 16 11 0 0 5 20 1 0 10 1
Grus_canadensis 3.2 84 70 23 11 5 2 5 33 17 7 14 2
Grus_canadensis 2 85 37 19 12 2 1 4 24 3 2 9 2
Grus_carunculatus 3 84 66 22 11 6 2 3 31 16 9 11 1
Grus_japonensis 3.2 80 70 22 11 5 2 4 34 15 7 15 2
Grus_japonensis 2.9 100 25 9 1 1 0 7 3 2 0 21 2
Grus_leucogeranus 3.2 80 70 23 10 6 2 5 32 19 8 12 3
Grus_leucogeranus 1.9 90 42 23 10 7 3 3 19 14 5 5 3
Grus_leucogeranus 2.5 86 56 23 10 8 3 2 26 17 6 8 3
Grus_monacha 1.9 100 41 22 10 4 3 5 19 7 6 10 1
Grus_nigricollis 1.9 95 41 22 11 3 2 6 21 5 5 11 1
Grus_rubicunda 2.4 81 53 23 11 5 2 5 26 13 6 9 1
Grus_vipio 3.2 82 70 21 10 5 2 4 34 18 7 12 2
Grus_vipio 3.2 84 70 22 10 6 2 4 34 18 7 12 2
Gymnarchus_niloticus 8.9 99 310 35 14 14 3 4 125 125 26 35 1
Gymnocypris_dobula 6.4 94 66 10 1 0 6 3 6 3 40 18 3
Gymnocypris_dobula 3.2 93 66 21 2 1 12 6 6 3 40 18 3
Gymnocypris_dobula 12.5 100 24 2 1 1 0 0 12 13 0 0 3
Gymnocypris_eckloni 3.9 96 38 10 1 0 6 3 4 0 23 12 2
Gymnocypris_eckloni 12.5 100 24 2 1 1 0 0 12 13 0 0 2
Gymnocypris_namensis 3.1 100 30 10 1 0 6 3 3 0 18 10 1
Gymnocypris_przewalskii 3.9 96 38 10 1 0 6 3 4 0 23 12 2
Gymnocypris_przewalskii 12.5 100 24 2 1 1 0 0 12 13 0 0 2
Gymnocypris_przewalskii_ganzihonensis 12.5 100 24 2 1 1 0 0 12 13 0 0 2
Gymnocypris_przewalskii_ganzihonensis 3.9 96 38 10 1 0 6 3 4 0 23 12 2
Gymnodiptychus_pachycheilus 12.5 100 24 2 1 1 0 0 12 13 0 0 1
Gymnogobius_urotaenia 2.3 86 38 17 7 7 1 2 16 16 1 6 1
Gymnopis_multiplicata 1.9 93 31 16 9 5 0 2 18 11 0 3 2
Gymnopis_multiplicata 2.3 77 47 19 5 10 2 2 12 25 4 7 2
Gymnothorax_kidako 2 88 32 17 5 5 6 1 9 11 12 1 1
Gymnura_poecilura 2.1 93 29 14 6 0 0 8 11 0 0 19 1
Gyrinomimus_myersi 2.7 100 147 55 19 23 3 10 52 63 7 26 2
Gyrinomimus_myersi 2.2 100 84 39 10 10 6 13 21 20 12 32 2
Gyrinophilus_palleucus 1.9 82 45 24 6 14 1 3 9 29 3 5 4
Gyrinophilus_palleucus 1.9 82 45 24 6 14 1 3 9 29 3 5 4
Gyrinophilus_palleucus 2.1 100 24 12 8 2 0 2 17 4 0 4 4
Gyrinophilus_palleucus 2.1 100 24 12 8 2 0 2 17 4 0 4 4
Gyrinophilus_porphyriticus 3.6 88 77 22 14 3 0 5 48 10 0 20 5
Gyrinophilus_porphyriticus 10.6 86 77 8 5 1 0 2 48 10 0 20 5
Gyrinophilus_porphyriticus 5.4 92 76 14 9 1 0 4 48 9 0 20 5
Gyrinophilus_porphyriticus 9.7 98 67 7 5 2 0 0 46 20 2 0 5
Gyrinophilus_porphyriticus 1.9 82 45 24 6 14 1 3 9 29 3 5 5
Haematopus_ater 35.3 97 141 4 3 0 0 1 104 1 0 37 1
Halcyon_pileata 34.4 99 412 12 3 5 2 2 98 173 74 68 2
Halcyon_pileata 10.6 99 696 66 32 14 5 15 335 148 53 161 2
Halichoeres_tenuispinis 37.2 99 631 17 8 7 0 2 282 260 0 90 1
Halichoeres_trimaculatus 2.9 84 36 13 0 6 0 7 0 16 1 20 1
Halichoerus_grypus 63.3 92 367 6 2 1 1 2 121 54 63 130 1
Hampala_macrolepidota 3.1 98 268 88 34 32 11 11 105 98 33 33 1
Haplochromis_burtoni 2.3 80 42 18 8 8 0 2 17 20 1 5 1
Haplophryne_mollis 3.3 62 63 21 5 10 4 2 19 28 10 7 5
Haplophryne_mollis 4.2 93 152 37 13 15 4 5 53 64 19 17 5
Haplophryne_mollis 2.2 100 30 14 6 6 1 1 14 13 2 2 5
Haplophryne_mollis 2.1 90 152 74 27 29 7 11 53 64 19 17 5
Haplophryne_mollis 2.9 100 317 111 32 39 16 24 89 114 47 68 5
Harpadon_microchir 2.8 100 30 11 3 0 1 7 8 0 2 21 1
Heleophryne_regis 1.9 84 51 27 11 3 1 12 18 6 3 25 3
Heleophryne_regis 18.3 99 328 18 5 6 3 4 92 109 55 73 3
Heleophryne_regis 1.9 90 45 24 9 6 2 7 16 14 4 12 3
Heliodoxa_aurescens 29.2 83 149 5 4 0 0 1 108 0 0 42 1
Heliornis_fulica 2.5 94 167 67 23 31 3 10 57 75 8 27 3
Heliornis_fulica 2.1 85 39 19 4 12 1 2 6 28 3 3 3
Heliornis_fulica 3.3 66 107 32 11 19 0 2 37 55 3 12 3
Heloderma_suspectum 4.7 97 212 45 16 7 9 13 78 30 42 63 2
Heloderma_suspectum 6.1 99 363 60 16 21 6 17 97 130 35 102 2
Hemibagrus_guttatus 2 85 39 21 11 3 1 6 22 7 1 10 2
Hemibagrus_guttatus 1.9 85 39 21 7 8 3 3 14 15 6 5 2
Hemibarbus_labeo 3.1 86 50 17 7 7 2 1 22 22 4 3 1
Hemibarbus_maculatus 3.1 86 50 17 7 7 2 1 22 22 4 3 1
Hemibarbus_medius 3.1 86 50 17 7 7 2 1 22 22 4 3 1
Hemibarbus_umbrifer 3.1 86 50 17 7 7 2 1 22 22 4 3 1
Hemidactylium_scutatum 16.6 98 166 10 4 6 0 0 66 101 0 0 3
Hemidactylium_scutatum 7.5 99 194 26 5 11 2 8 38 83 15 59 3
Hemidactylium_scutatum 22.5 97 337 15 3 2 9 1 76 51 188 23 3
Hemidactylus_bowringii 44 86 87 2 1 1 0 0 44 38 0 6 6
Hemidactylus_bowringii 1.9 92 116 61 12 18 15 16 22 35 27 33 6
Hemidactylus_bowringii 7.2 65 265 35 15 13 3 4 108 103 23 32 6
Hemidactylus_bowringii 2.4 98 116 49 14 12 8 15 32 28 19 38 6
Hemidactylus_bowringii 7.7 92 89 12 6 5 0 1 45 38 0 7 6
Hemidactylus_bowringii 5.7 97 425 75 30 29 7 9 170 162 37 57 6
Hemidactylus_frenatus 3.2 64 114 35 12 14 3 6 42 46 10 17 3
Hemidactylus_frenatus 5.6 96 412 74 29 23 8 14 157 146 43 67 3
Hemidactylus_frenatus 3.2 64 115 35 13 16 4 2 43 50 11 12 3
Hemiechinus_auritus 36.3 100 289 8 3 2 1 2 109 72 36 73 3
Hemiechinus_auritus 4.1 96 316 78 36 29 3 10 145 121 13 38 3
Hemiechinus_auritus 10.4 64 267 25 14 8 0 3 127 98 9 34 3
Hemignathus_flavus 1.9 88 36 19 11 0 0 8 20 0 1 16 1
Hemignathus_stejnegeri 1.9 88 36 19 11 0 0 8 20 0 1 16 1
Hemiphaga_novaeseelandiae 5.8 100 310 54 19 15 1 19 112 83 5 111 1
Hemitragus_jayakari 2.1 86 158 76 31 25 9 11 58 56 24 21 1
Hemitragus_jemlahicus 2.1 87 154 75 32 22 9 12 63 49 21 22 1
Heosemys_annandalii 35.2 77 184 5 2 3 0 0 76 104 0 5 2
Heosemys_annandalii 13.9 84 166 12 5 7 0 0 68 95 0 4 2
Heosemys_depressa 1.9 93 29 15 3 7 1 4 7 14 1 8 2
Heosemys_depressa 32.8 100 327 10 5 5 0 0 164 164 0 0 2
Hepsetus_odoe 5.2 99 177 34 12 15 5 2 62 78 27 11 2
Hepsetus_odoe 9.6 79 162 17 6 8 2 1 57 73 24 9 2
Herpestes_javanicus 6.9 99 219 32 10 6 5 11 69 39 35 77 2
Herpestes_javanicus 2.2 98 182 81 28 30 11 12 63 69 24 27 2
Heterodontus_francisci 2 88 34 18 10 3 0 5 18 6 0 11 1
Heteromycteris_japonicus 2 99 279 139 48 46 19 26 97 94 38 51 1
Hexagrammos_otakii 2.2 100 25 12 2 2 1 7 4 5 2 15 1
Hexaprotodon_liberiensis 1.9 95 49 26 10 8 4 4 19 17 7 7 1
Hieraaetus_fasciatus 1.9 94 38 21 4 13 0 4 6 26 0 7 4
Hieraaetus_fasciatus 18.4 99 901 49 22 10 9 8 407 184 164 147 4
Hieraaetus_fasciatus 3.9 90 39 10 1 7 0 2 6 27 0 7 4
Hieraaetus_fasciatus 2.4 87 51 22 5 13 0 4 10 33 0 9 4
Himantolophus_albinares 3.6 95 32 9 1 2 0 6 4 7 0 22 1
Himantolophus_groenlandicus 3.6 95 32 9 1 2 0 6 4 7 0 22 1
Himantura_dalyensis 2.2 87 99 46 18 15 3 10 36 36 6 22 1
Himantura_gerrardi 2.1 82 95 46 16 15 3 12 32 34 6 24 2
Himantura_gerrardi 4 80 43 11 0 3 2 6 0 12 10 22 2
Himantura_granulata 2.2 87 99 46 19 15 2 10 36 36 4 24 2
Himantura_granulata 2.1 89 36 18 12 3 0 3 22 7 0 8 2
Himantura_hortlei 6.1 73 66 11 0 3 2 6 1 18 15 33 2
Himantura_hortlei 2.3 82 58 27 14 8 2 3 29 18 3 9 2
Himantura_jenkinsii 2.1 82 95 46 16 15 3 12 31 36 6 23 4
Himantura_jenkinsii 2 82 44 22 12 2 0 8 22 6 0 17 4
Himantura_jenkinsii 4 80 43 11 0 3 2 6 0 12 10 22 4
Himantura_jenkinsii 2.1 89 36 18 12 2 0 4 22 5 0 10 4
Himantura_microphthalma 2.4 76 42 18 5 4 2 7 12 12 4 15 3
Himantura_microphthalma 3 97 141 47 12 20 2 13 36 61 6 39 3
Himantura_microphthalma 2.5 89 63 26 12 8 3 3 27 21 7 9 3
Himantura_uarnak 2.1 88 95 46 16 16 3 11 32 35 6 23 1
Hiodon_alosoides 3.4 68 63 18 7 9 1 1 24 29 4 7 3
Hiodon_alosoides 2.4 94 91 39 14 18 3 4 33 41 8 10 3
Hiodon_alosoides 3.6 72 66 18 6 7 2 3 24 29 6 8 3
Hiodon_tergisus 2.5 95 97 39 15 18 3 3 38 44 8 8 2
Hiodon_tergisus 3.5 73 63 17 6 7 2 2 24 29 6 5 2
Hippocampus_abdominalis 2.1 85 36 18 0 7 0 11 0 15 1 21 1
Hippocampus_spinosissimus 2 93 29 15 6 6 0 3 12 13 0 5 2
Hippocampus_spinosissimus 1.9 88 34 17 10 3 0 4 19 8 0 8 2
Hippocampus_trimaculatus 2.1 100 39 19 4 4 8 3 8 9 17 6 1
Hippoglossus_hippoglossus 12.4 99 755 61 18 18 5 20 227 220 58 251 2
Hippoglossus_hippoglossus 3 100 32 11 3 4 0 4 9 12 0 12 2
Hippoglossus_stenolepis 17.4 100 1062 61 19 17 4 21 333 295 68 367 1
Hippotragus_equinus 2.1 93 29 15 6 1 0 8 11 2 0 17 1
Holacanthus_africanus 12 100 264 22 9 6 4 3 108 73 48 36 1
Hongeo_koreana 3 66 66 22 9 9 1 3 24 27 4 12 1
Hoplolatilus_cuniculus 6 98 531 89 31 19 19 20 180 113 121 118 1
Hoplunnis_punctata 2 89 37 19 9 7 1 2 16 16 2 4 2
Hoplunnis_punctata 2 89 37 19 9 7 1 2 16 16 2 4 2
Horabagrus_brachysoma 2.1 100 44 21 8 5 1 7 17 11 2 15 2
Horabagrus_brachysoma 2.6 87 87 34 10 14 4 6 26 38 11 13 2
Horadandia_atukorali 14 100 27 2 1 1 0 0 14 14 0 0 1
Hucho_bleekeri 6.1 99 502 82 29 25 7 21 178 153 43 129 1
Hucho_hucho 3.1 97 257 82 27 24 9 22 86 77 27 68 1
Hucho_taimen 4.1 98 337 82 28 26 8 20 115 109 34 80 1
Huso_dauricus 3.8 98 297 78 29 30 5 14 110 114 18 56 1
Huso_huso 3.3 99 271 82 31 28 7 16 100 95 23 54 2
Huso_huso 2 100 103 52 14 17 8 13 28 34 16 26 2
Hyaena_hyaena 2.9 99 217 75 27 27 10 11 79 79 30 30 8
Hyaena_hyaena 2.9 99 217 75 27 27 10 11 79 79 30 30 8
Hyaena_hyaena 3.5 77 53 16 6 2 2 6 19 7 7 21 8
Hyaena_hyaena 3.5 77 53 16 6 2 2 6 19 7 7 21 8
Hyaena_hyaena 5.8 78 43 8 3 1 1 3 16 6 5 17 8
Hyaena_hyaena 5.8 78 43 8 3 1 1 3 16 6 5 17 8
Hyaena_hyaena 5.5 100 175 32 9 3 6 14 51 16 32 77 8
Hyaena_hyaena 5.5 100 175 32 9 3 6 14 51 16 32 77 8
Hydromantes_brunus 2 83 44 21 8 10 0 3 15 23 1 6 2
Hydromantes_brunus 2.1 85 37 19 7 10 0 2 12 22 1 3 2
Hydropotes_inermis_argyropus 2.1 89 53 26 11 11 2 2 21 23 5 5 1
Hydrurga_leptonyx 5.9 85 150 26 8 0 5 13 47 3 28 73 2
Hydrurga_leptonyx 15 90 151 10 3 0 2 5 47 4 29 72 2
Hyemoschus_aquaticus 2.3 94 59 26 11 10 2 3 24 23 5 8 1
Hyla_annectans 3.7 98 793 216 58 71 33 54 214 263 120 197 5
Hyla_annectans 2.4 98 793 324 88 106 49 81 214 263 120 197 5
Hyla_annectans 3.2 98 288 91 39 33 4 15 122 106 14 47 5
Hyla_annectans 2.1 100 345 167 65 61 13 28 134 127 26 59 5
Hyla_annectans 7.3 97 793 109 29 36 17 27 214 263 120 197 5
Hyla_chinensis 2.2 96 361 167 36 54 23 54 77 115 47 123 3
Hyla_chinensis 6 100 447 75 26 28 8 13 156 166 48 78 3
Hyla_chinensis 6.2 98 710 115 34 33 15 33 210 203 93 205 3
